序号,代码,名称,营业收入,同比增长,净利润,同比增长,基本每股收益,每股净资产,净资产收益率,公告日期
1281,300040,九洲电气,9.87亿,-30.86%,"5,017.34万",-50.69%,0.15,5.45,2.68%,2019-02-27
1282,002077,大港股份,17.04亿,29.98%,-5.49亿,"-1,769.73%",-0.95,5.71,-15.30%,2019-02-27
1283,002078,太阳纸业,216.51亿,14.60%,22.34亿,11.82%,0.86,4.85,19.53%,2019-02-27
1284,002690,美亚光电,12.40亿,13.32%,4.49亿,23.81%,0.66,3.42,20.16%,2019-02-27
1285,300684,中石科技,7.64亿,33.93%,1.41亿,71.46%,0.90,4.34,22.88%,2019-02-27
1286,002430,杭氧股份,79.10亿,22.51%,7.52亿,118.26%,0.78,5.51,15.12%,2019-02-27
1287,002347,泰尔股份,7.46亿,70.27%,"1,838.15万",--,0.04,2.53,1.61%,2019-02-27
1288,002743,富煌钢构,33.21亿,13.59%,"8,190.72万",19.24%,0.24,6.10,3.94%,2019-02-27
1289,002217,合力泰,173.17亿,13.68%,13.72亿,15.87%,0.44,3.61,12.73%,2019-02-27
1290,300034,钢研高纳,8.93亿,32.29%,1.07亿,86.28%,0.25,4.00,7.55%,2019-02-27
1291,002117,东港股份,15.46亿,8.13%,2.57亿,10.63%,0.71,4.47,16.47%,2019-02-27
1292,002265,西仪股份,7.67亿,-15.19%,"-6,669.48万",-439.84%,-0.21,2.85,-7.09%,2019-02-27
1293,002261,拓维信息,11.93亿,6.67%,-12.98亿,"-2,062.01%",-1.18,2.32,-40.41%,2019-02-27
1294,002337,赛象科技,4.52亿,-21.20%,806.05万,-42.26%,0.01,2.06,0.66%,2019-02-27
1295,002119,康强电子,14.83亿,13.76%,"8,052.83万",24.66%,0.28,2.80,10.51%,2019-02-27
1296,002222,福晶科技,4.91亿,8.26%,1.50亿,10.22%,0.35,2.05,18.29%,2019-02-27
1297,300189,神农基因,1.72亿,-61.92%,"2,133.87万",--,0.02,1.37,1.50%,2019-02-27
1298,300451,创业慧康,12.97亿,--,2.17亿,--,0.46,4.79,10.01%,2019-02-27
1299,002320,海峡股份,10.50亿,7.32%,2.15亿,-3.77%,0.33,5.51,5.95%,2019-02-27
1300,002338,奥普光电,3.82亿,1.62%,"4,074.99万",3.29%,0.17,3.40,5.10%,2019-02-27
1301,002457,青龙管业,14.07亿,10.53%,"7,506.24万",289.62%,0.22,5.52,4.10%,2019-02-27
1302,002058,威尔泰,1.17亿,4.56%,455.65万,61.78%,0.03,1.33,2.41%,2019-02-27
1303,002331,皖通科技,12.49亿,26.21%,1.04亿,22.39%,0.27,4.89,5.93%,2019-02-27
1304,300342,天银机电,7.79亿,0.79%,"9,556.20万",-49.83%,0.22,3.07,7.06%,2019-02-27
1305,002103,广博股份,20.37亿,-14.22%,-6.79亿,-704.67%,-1.25,1.86,-48.66%,2019-02-27
1306,002230,科大讯飞,80.67亿,47.81%,5.29亿,23.53%,0.26,3.80,6.62%,2019-02-27
1307,300683,海特生物,5.91亿,-21.23%,"9,415.21万",-34.48%,0.91,16.44,5.45%,2019-02-27
1308,002306,*ST云网,"8,165.07万",-15.55%,803.02万,--,0.01,0.03,41.69%,2019-02-27
1309,300105,龙源技术,4.64亿,-22.17%,834.04万,-47.83%,0.02,3.78,0.37%,2019-02-27
1310,002626,金达威,28.68亿,37.57%,6.81亿,43.02%,1.10,4.88,25.39%,2019-02-27
1311,002106,莱宝高科,44.16亿,10.70%,2.25亿,59.82%,0.32,5.44,5.93%,2019-02-27
1312,002302,西部建设,188.49亿,26.24%,3.04亿,187.15%,0.24,5.16,4.74%,2019-02-27
1313,300181,佐力药业,7.30亿,-8.15%,"2,052.31万",-54.47%,0.03,2.12,1.51%,2019-02-27
1314,300139,晓程科技,2.07亿,50.10%,370.19万,--,0.01,4.14,0.33%,2019-02-27
1315,002939,长城证券,27.53亿,--,5.86亿,--,0.21,5.32,3.95%,2019-02-27
1316,002490,山东墨龙,44.11亿,48.77%,"9,232.59万",142.72%,0.12,2.44,4.82%,2019-02-27
1317,002594,比亚迪,"1,300.55亿",22.82%,27.91亿,-31.21%,0.94,20.32,4.97%,2019-02-27
1318,002049,紫光国微,24.60亿,34.47%,3.48亿,23.99%,0.57,6.25,9.56%,2019-02-27
1319,002034,旺能环境,9.03亿,-36.04%,3.32亿,41.67%,0.80,8.79,9.55%,2019-02-27
1320,002033,丽江旅游,6.78亿,-1.39%,1.91亿,-6.26%,0.35,4.43,7.76%,2019-02-27
1321,002030,达安基因,14.72亿,-6.24%,1.03亿,14.84%,0.13,2.27,5.95%,2019-02-27
1322,002029,七匹狼,35.21亿,14.25%,3.48亿,10.45%,0.46,7.58,6.24%,2019-02-27
1323,002027,分众传媒,145.51亿,21.05%,145.51亿,21.05%,0.40,0.97,46.61%,2019-02-27
1324,002025,航天电器,28.08亿,7.48%,3.61亿,16.08%,0.84,6.28,14.38%,2019-02-27
1325,002016,世荣兆业,23.53亿,-24.21%,7.96亿,-13.07%,0.98,3.33,32.03%,2019-02-27
1326,002012,凯恩股份,11.28亿,9.72%,"2,490.01万",-15.94%,0.05,2.64,2.04%,2019-02-27
1327,002001,新和成,86.91亿,39.34%,30.84亿,81.16%,1.44,7.53,20.57%,2019-02-27
1328,300689,澄天伟业,3.55亿,20.53%,"5,502.64万",2.42%,0.81,8.41,9.94%,2019-02-26
1329,002918,蒙娜丽莎,32.08亿,10.98%,3.63亿,20.28%,1.53,10.78,15.22%,2019-02-26
1330,300650,太龙照明,4.88亿,44.47%,"5,774.64万",12.26%,0.54,4.76,11.61%,2019-02-26
1331,300643,万通智控,3.14亿,-1.96%,"3,258.05万",-8.99%,0.16,2.12,7.83%,2019-02-26
1332,002879,长缆科技,6.95亿,12.62%,1.28亿,5.01%,0.66,7.79,8.86%,2019-02-26
1333,002909,集泰股份,9.31亿,16.15%,"1,920.09万",-58.10%,0.11,2.75,4.02%,2019-02-26
1334,300685,艾德生物,4.39亿,32.89%,1.27亿,34.43%,0.88,5.25,17.77%,2019-02-26
1335,300677,英科医疗,18.91亿,--,1.78亿,--,0.92,6.48,15.19%,2019-02-26
1336,300636,同和药业,2.67亿,-11.59%,"2,713.49万",-59.02%,0.34,8.12,4.18%,2019-02-26
1337,002869,金溢科技,6.04亿,-2.99%,"2,164.94万",-75.79%,0.18,8.56,2.13%,2019-02-26
1338,300591,万里马,6.97亿,17.73%,"3,778.82万",0.43%,0.12,1.58,7.95%,2019-02-26
1339,300625,三雄极光,24.33亿,7.41%,1.80亿,-29.57%,0.64,7.46,8.39%,2019-02-26
1340,300654,世纪天鸿,3.80亿,-0.20%,"3,321.66万",5.53%,0.24,3.20,7.62%,2019-02-26
1341,002862,实丰文化,3.98亿,-8.84%,"3,166.41万",-27.04%,0.40,7.11,5.70%,2019-02-26
1342,300575,中旗股份,16.50亿,27.40%,2.09亿,77.98%,2.85,16.32,19.00%,2019-02-26
1343,300676,华大基因,26.01亿,24.18%,4.04亿,2.19%,1.01,10.46,9.55%,2019-02-26
1344,300671,富满电子,4.97亿,12.97%,"5,519.26万",-6.47%,0.39,3.92,10.45%,2019-02-26
1345,300569,天能重工,13.94亿,88.83%,1.02亿,7.07%,0.68,11.72,5.96%,2019-02-26
1346,300712,永福股份,6.87亿,21.87%,"7,509.43万",-2.13%,0.54,6.65,8.35%,2019-02-26
1347,300752,隆利科技,15.50亿,--,1.61亿,--,2.88,10.98,40.60%,2019-02-26
1348,300731,科创新源,2.87亿,12.98%,"4,238.81万",-34.22%,0.49,5.71,8.66%,2019-02-26
1349,300559,佳发教育,3.91亿,103.22%,1.25亿,71.36%,0.90,5.45,17.92%,2019-02-26
1350,300630,普利制药,6.24亿,83.09%,1.82亿,84.93%,0.99,4.81,22.37%,2019-02-26
1351,002817,黄山胶囊,2.95亿,3.06%,"3,587.88万",-22.71%,0.41,7.99,5.29%,2019-02-26
1352,300474,景嘉微,3.97亿,--,1.42亿,--,0.53,7.34,13.48%,2019-02-26
1353,300656,民德电子,2.76亿,124.92%,"5,383.99万",33.07%,0.60,5.10,12.28%,2019-02-26
1354,300521,爱司凯,1.74亿,-3.49%,"2,562.61万",-29.67%,0.18,3.56,5.12%,2019-02-26
1355,300502,新易盛,7.60亿,-13.40%,"3,289.64万",-69.67%,0.14,4.85,2.90%,2019-02-26
1356,300660,江苏雷利,22.49亿,11.18%,1.98亿,-9.27%,1.09,11.36,9.70%,2019-02-26
1357,002801,微光股份,6.47亿,13.70%,"9,727.69万",-9.57%,0.83,7.49,11.44%,2019-02-26
1358,300587,天铁股份,4.90亿,54.40%,"7,831.25万",10.04%,0.74,8.62,8.70%,2019-02-26
1359,300551,古鳌科技,2.63亿,10.08%,"1,218.73万",-8.78%,0.11,4.84,2.31%,2019-02-26
1360,002937,兴瑞科技,10.18亿,--,1.10亿,--,0.73,4.54,22.23%,2019-02-26
1361,300496,中科创达,14.66亿,27.09%,1.62亿,88.28%,0.41,3.71,11.82%,2019-02-26
1362,300720,海川智能,1.62亿,7.28%,"4,741.62万",24.67%,0.66,6.34,10.83%,2019-02-26
1363,300690,双一科技,5.36亿,-10.11%,"8,786.72万",-19.81%,0.91,8.24,9.46%,2019-02-26
1364,300541,先进数通,13.90亿,37.42%,"5,061.44万",17.84%,0.28,4.28,6.64%,2019-02-26
1365,300584,海辰药业,7.12亿,56.45%,"8,323.70万",26.96%,0.69,4.84,15.25%,2019-02-26
1366,002882,金龙羽,33.23亿,40.47%,2.39亿,25.15%,0.56,3.68,16.11%,2019-02-26
1367,300701,森霸传感,1.83亿,3.31%,"7,031.90万",17.15%,0.88,5.97,15.55%,2019-02-26
1368,002880,卫光生物,6.88亿,10.36%,1.57亿,1.22%,1.45,--,12.58%,2019-02-26
1369,002836,新宏泽,2.80亿,4.14%,"5,048.56万",1.22%,0.32,2.74,11.86%,2019-02-26
1370,002840,华统股份,51.18亿,8.54%,1.52亿,30.07%,0.57,4.85,12.32%,2019-02-26
1371,300708,聚灿光电,5.93亿,-4.44%,"2,037.29万",-81.48%,0.10,2.82,2.86%,2019-02-26
1372,300447,全信股份,6.52亿,15.01%,-2.43亿,-304.68%,-0.78,3.97,-17.77%,2019-02-26
1373,300592,华凯创意,4.48亿,-19.81%,"1,844.44万",-65.16%,0.15,4.15,3.68%,2019-02-26
1374,002761,多喜爱,9.03亿,32.61%,"2,778.48万",20.09%,0.14,3.40,4.08%,2019-02-26
1375,300718,长盛轴承,6.61亿,16.64%,1.47亿,20.57%,0.74,5.69,13.79%,2019-02-26
1376,002760,凤形股份,4.69亿,27.52%,"3,046.20万",--,0.35,5.83,6.12%,2019-02-26
1377,300456,耐威科技,7.14亿,19.30%,"9,887.81万",108.92%,0.35,5.35,6.84%,2019-02-26
1378,300488,恒锋工具,3.63亿,11.88%,"7,260.29万",-34.81%,0.70,8.92,8.02%,2019-02-26
1379,300440,运达科技,5.20亿,-12.33%,1.00亿,-16.89%,0.22,2.63,7.63%,2019-02-26
1380,300443,金雷股份,7.90亿,32.43%,1.16亿,-22.58%,0.49,7.30,6.93%,2019-02-26
1381,002768,国恩股份,37.24亿,81.94%,3.15亿,55.17%,1.18,7.48,17.98%,2019-02-26
1382,300368,汇金股份,8.29亿,33.41%,"4,857.68万",--,0.09,1.55,5.51%,2019-02-26
1383,002721,金一文化,149.19亿,-2.62%,"-5,127.53万",-127.76%,-0.06,5.51,-1.10%,2019-02-26
1384,300405,科隆股份,11.96亿,6.83%,"-9,482.95万",-474.15%,-0.62,5.57,-10.51%,2019-02-26
1385,002741,光华科技,15.20亿,--,1.37亿,--,0.37,3.43,11.89%,2019-02-26
1386,300383,光环新网,60.65亿,48.78%,6.66亿,52.91%,0.45,4.87,9.63%,2019-02-26
1387,002729,好利来,1.77亿,4.30%,"2,062.65万",-9.44%,0.31,6.50,4.85%,2019-02-26
1388,002748,世龙实业,14.83亿,23.46%,"5,779.17万",-61.77%,0.24,4.86,4.97%,2019-02-26
1389,300399,京天利,3.56亿,10.40%,"2,158.19万",--,0.11,2.17,5.17%,2019-02-26
1390,002693,双成药业,3.48亿,40.99%,"-6,913.98万","-1,180.93%",-0.17,1.29,-12.42%,2019-02-26
1391,300328,宜安科技,9.86亿,21.63%,"5,459.90万",66.66%,0.12,2.68,4.80%,2019-02-26
1392,300546,雄帝科技,6.00亿,57.98%,1.08亿,34.78%,0.81,5.45,15.84%,2019-02-26
1393,300348,长亮科技,10.94亿,24.90%,"5,331.01万",-35.08%,0.11,3.75,2.74%,2019-02-26
1394,300322,硕贝德,17.23亿,-16.66%,"6,187.47万",8.08%,0.15,1.43,10.28%,2019-02-26
1395,002678,珠江钢琴,19.73亿,13.51%,1.77亿,8.73%,0.13,2.42,5.45%,2019-02-26
1396,300316,晶盛机电,25.36亿,30.11%,5.88亿,52.49%,0.46,3.16,15.45%,2019-02-26
1397,300429,强力新材,7.29亿,13.90%,1.49亿,17.62%,0.56,5.77,11.12%,2019-02-26
1398,300317,珈伟新能,17.65亿,-48.67%,-19.55亿,-707.33%,-2.33,3.50,-49.24%,2019-02-26
1399,300327,中颖电子,7.58亿,10.33%,1.68亿,25.35%,0.73,3.72,20.50%,2019-02-26
1400,300332,天壕环境,19.56亿,-2.79%,"8,592.44万",-20.58%,0.10,3.94,2.46%,2019-02-26
1401,002674,兴业科技,18.07亿,-14.48%,1.16亿,156.42%,0.38,7.67,5.01%,2019-02-26
1402,300309,吉艾科技,8.57亿,14.59%,1.94亿,-10.58%,0.22,2.16,10.95%,2019-02-26
1403,002688,金河生物,16.29亿,11.79%,1.63亿,50.38%,0.26,2.64,10.20%,2019-02-26
1404,300290,荣科科技,6.35亿,50.57%,"2,066.00万",14.28%,0.06,2.63,2.50%,2019-02-26
1405,002651,利君股份,5.17亿,-1.50%,1.21亿,-5.43%,0.12,2.01,6.03%,2019-02-26
1406,300729,乐歌股份,9.45亿,26.41%,"5,831.56万",-6.26%,0.67,8.69,8.06%,2019-02-26
1407,002617,露笑科技,30.57亿,-5.79%,-5.94亿,-290.15%,-0.54,1.77,-26.37%,2019-02-26
1408,300251,光线传媒,15.26亿,-18.38%,14.10亿,72.36%,0.48,3.02,16.46%,2019-02-26
1409,300234,开尔新材,2.89亿,-18.29%,"-7,076.05万",--,-0.24,3.19,-7.64%,2019-02-26
1410,300207,欣旺达,202.58亿,43.93%,7.04亿,29.53%,0.48,3.44,14.62%,2019-02-26
1411,300282,三盛教育,7.93亿,-38.99%,1.13亿,407.35%,0.45,9.70,4.66%,2019-02-26
1412,300366,创意信息,16.12亿,0.35%,-3.92亿,-325.05%,-0.75,4.55,-14.20%,2019-02-26
1413,002555,三七互娱,76.33亿,23.26%,10.48亿,-36.68%,0.49,2.83,17.58%,2019-02-26
1414,002536,西泵股份,28.20亿,5.78%,2.45亿,1.24%,0.73,6.57,11.58%,2019-02-26
1415,002526,山东矿机,18.85亿,35.72%,1.56亿,122.35%,0.09,1.37,6.60%,2019-02-26
1416,300168,万达信息,22.83亿,-5.85%,2.56亿,-17.29%,0.24,3.33,8.43%,2019-02-26
1417,300144,宋城演艺,32.11亿,6.04%,12.89亿,20.76%,0.89,6.21,15.80%,2019-02-26
1418,002508,老板电器,74.81亿,6.89%,14.81亿,2.12%,1.56,6.38,26.51%,2019-02-26
1419,002498,汉缆股份,55.63亿,17.44%,2.70亿,-0.36%,0.08,1.43,5.73%,2019-02-26
1420,002475,立讯精密,357.00亿,56.70%,27.27亿,60.66%,0.66,3.77,19.02%,2019-02-26
1421,300106,西部牧业,7.42亿,7.03%,"1,619.87万",--,0.08,2.99,2.29%,2019-02-26
1422,300110,华仁药业,13.81亿,5.02%,"3,856.38万",0.55%,0.03,1.84,1.87%,2019-02-26
1423,300725,药石科技,4.77亿,74.73%,1.32亿,97.19%,1.40,5.44,24.37%,2019-02-26
1424,002655,共达电声,8.05亿,2.27%,"2,135.05万",--,0.06,1.36,4.47%,2019-02-26
1425,002916,深南电路,76.02亿,33.68%,6.97亿,55.61%,2.49,13.29,20.38%,2019-02-26
1426,300152,科融环境,5.37亿,-18.88%,-4.62亿,"-1,334.46%",-0.65,1.30,-39.76%,2019-02-26
1427,002469,三维工程,5.23亿,-30.59%,"3,999.08万",-31.18%,0.08,2.39,3.36%,2019-02-26
1428,002437,誉衡药业,54.84亿,80.32%,1.27亿,-59.34%,0.06,1.97,3.00%,2019-02-26
1429,002435,长江润发,47.18亿,57.94%,3.95亿,18.27%,0.47,6.47,7.34%,2019-02-26
1430,300073,当升科技,32.81亿,51.83%,3.16亿,26.37%,0.75,7.56,11.18%,2019-02-26
1431,002401,中远海科,9.80亿,6.88%,"8,319.01万",9.53%,0.27,2.88,9.91%,2019-02-26
1432,300056,三维丝,7.73亿,-41.94%,-4.29亿,"-1,249.68%",-1.11,2.52,-36.23%,2019-02-26
1433,300103,达刚路机,2.32亿,-22.76%,"1,874.85万",-58.35%,0.06,2.88,2.08%,2019-02-26
1434,300019,硅宝科技,8.71亿,19.55%,"6,513.15万",25.24%,0.20,2.29,8.56%,2019-02-26
1435,002317,众生药业,23.60亿,20.15%,4.42亿,5.20%,0.54,4.80,11.54%,2019-02-26
1436,300127,银河磁体,5.99亿,11.91%,1.57亿,-19.82%,0.49,3.79,13.04%,2019-02-26
1437,002309,中利集团,167.33亿,-11.23%,-2.83亿,-192.25%,-0.32,9.88,-3.22%,2019-02-26
1438,002591,恒大高新,3.29亿,29.88%,"4,179.97万",186.32%,0.14,3.85,3.41%,2019-02-26
1439,300071,华谊嘉信,34.34亿,-1.98%,-7.72亿,--,-1.14,0.18,-154.59%,2019-02-26
1440,002582,好想你,49.49亿,21.63%,1.28亿,15.17%,0.25,6.48,3.87%,2019-02-26
1441,300171,东富龙,19.20亿,12.56%,"7,238.80万",-46.09%,0.12,4.82,2.41%,2019-02-26
1442,300344,太空智造,5.48亿,20.99%,"3,578.23万",--,0.11,1.49,6.97%,2019-02-26
1443,002529,海源复材,2.41亿,-12.38%,-1.64亿,"-2,351.55%",-0.63,5.40,-11.03%,2019-02-26
1444,002293,罗莱生活,48.15亿,3.25%,5.24亿,22.11%,0.71,5.00,14.98%,2019-02-26
1445,002278,神开股份,7.00亿,36.86%,"2,986.66万",182.94%,0.08,3.04,2.74%,2019-02-26
1446,002942,新农股份,9.67亿,--,1.28亿,--,1.39,6.24,36.78%,2019-02-26
1447,002282,博深工具,10.52亿,77.80%,"8,500.98万",63.69%,0.20,4.87,4.23%,2019-02-26
1448,002276,万马股份,87.39亿,17.89%,1.08亿,-3.59%,0.10,3.87,2.68%,2019-02-26
1449,002271,东方雨虹,142.03亿,39.34%,15.18亿,22.01%,1.01,5.29,20.70%,2019-02-26
1450,002242,九阳股份,81.68亿,12.70%,7.55亿,10.21%,0.98,4.96,20.79%,2019-02-26
1451,002253,川大智胜,3.40亿,27.48%,"5,454.75万",19.84%,0.24,5.99,4.12%,2019-02-26
1452,002214,大立科技,4.30亿,41.80%,"5,288.51万",79.56%,0.12,2.26,5.21%,2019-02-26
1453,002215,诺普信,40.08亿,42.00%,3.30亿,6.05%,0.36,2.32,16.21%,2019-02-26
1454,002436,兴森科技,34.73亿,5.54%,2.15亿,29.98%,0.14,1.71,8.58%,2019-02-26
1455,300284,苏交科,69.94亿,3.21%,6.07亿,31.88%,0.75,5.25,15.33%,2019-02-26
1456,002150,通润装备,13.52亿,11.39%,1.19亿,49.27%,0.44,4.35,10.36%,2019-02-26
1457,002144,宏达高科,6.41亿,-1.25%,"9,205.67万",-1.63%,0.52,9.43,5.48%,2019-02-26
1458,002216,三全食品,55.50亿,5.08%,1.11亿,52.63%,0.14,2.56,5.41%,2019-02-26
1459,002250,联化科技,41.61亿,0.07%,"3,734.69万",-80.70%,0.04,6.16,0.66%,2019-02-26
1460,002386,天原集团,182.06亿,19.84%,1.56亿,50.05%,0.20,6.37,3.41%,2019-02-26
1461,002461,珠江啤酒,40.39亿,7.33%,3.68亿,96.69%,0.17,3.71,4.56%,2019-02-26
1462,002208,合肥城建,19.28亿,-30.11%,2.32亿,79.65%,0.72,5.80,12.61%,2019-02-26
1463,002075,沙钢股份,147.12亿,19.39%,11.75亿,67.74%,0.53,2.02,29.82%,2019-02-26
1464,002070,*ST众和,2.01亿,-73.29%,-5.73亿,--,-0.90,-1.74,0.00%,2019-02-26
1465,002463,沪电股份,54.97亿,18.81%,5.72亿,182.95%,0.34,2.40,15.37%,2019-02-26
1466,002195,二三四五,38.69亿,19.81%,13.65亿,46.53%,0.31,2.10,16.55%,2019-02-26
1467,002300,太阳电缆,51.05亿,24.71%,1.13亿,10.24%,0.21,2.46,8.18%,2019-02-26
1468,300149,量子生物,9.97亿,262.05%,1.61亿,179.33%,0.35,4.38,10.77%,2019-02-26
1469,300732,设研院,11.39亿,22.55%,3.02亿,35.33%,2.33,15.23,17.84%,2019-02-26
1470,002777,久远银海,8.57亿,23.43%,1.18亿,29.04%,0.70,5.94,12.56%,2019-02-26
1471,300388,国祯环保,40.10亿,52.92%,2.93亿,50.58%,0.53,4.07,14.31%,2019-02-26
1472,300402,宝色股份,7.14亿,62.21%,"1,454.55万",37.58%,0.07,3.06,2.38%,2019-02-26
1473,300601,康泰生物,20.17亿,73.23%,4.53亿,108.45%,0.73,2.81,32.09%,2019-02-26
1474,002167,东方锆业,5.03亿,-40.91%,"1,062.78万",--,0.02,1.68,1.02%,2019-02-26
1475,300631,久吾高科,4.72亿,60.93%,"5,542.73万",23.91%,0.54,5.91,9.23%,2019-02-26
1476,002043,兔宝宝,43.06亿,4.54%,3.26亿,-10.92%,0.40,2.06,18.59%,2019-02-26
1477,002039,黔源电力,23.89亿,-1.27%,3.68亿,14.81%,1.20,8.62,14.83%,2019-02-26
1478,002009,天奇股份,35.03亿,42.72%,1.46亿,67.86%,0.39,5.66,7.11%,2019-02-26
1479,002007,华兰生物,32.17亿,35.84%,11.41亿,39.05%,1.23,5.94,22.39%,2019-02-26
1480,600850,华东电脑,73.03亿,10.69%,3.02亿,4.77%,0.72,5.53,13.63%,2019-02-26
1481,600360,华微电子,17.09亿,--,1.04亿,--,0.14,2.99,4.86%,2019-02-26
1482,002946,新乳业,49.74亿,--,2.43亿,--,0.32,1.90,18.00%,2019-02-25
1483,300709,精研科技,8.82亿,-4.33%,"3,718.57万",-76.03%,0.42,14.37,2.94%,2019-02-25
1484,002930,宏川智慧,3.98亿,--,1.03亿,--,0.45,7.21,8.25%,2019-02-25
1485,300550,和仁科技,3.92亿,41.80%,"4,018.24万",22.72%,0.50,6.59,7.61%,2019-02-25
1486,300570,太辰光,7.94亿,62.13%,1.57亿,56.68%,0.68,5.31,13.43%,2019-02-25
1487,300639,凯普生物,5.80亿,21.14%,1.16亿,24.16%,0.65,5.50,11.94%,2019-02-25
1488,002803,吉宏股份,22.50亿,99.53%,2.06亿,157.01%,1.04,3.45,33.57%,2019-02-25
1489,300702,天宇股份,14.67亿,23.45%,1.67亿,60.93%,0.92,7.96,12.23%,2019-02-25
1490,300595,欧普康视,4.62亿,47.70%,2.16亿,41.86%,0.96,4.56,23.67%,2019-02-25
1491,300651,金陵体育,4.55亿,35.67%,"4,085.57万",-8.63%,0.54,8.63,6.46%,2019-02-25
1492,300721,怡达股份,11.27亿,-7.05%,"3,635.49万",-43.86%,0.45,10.77,4.20%,2019-02-25
1493,002776,柏堡龙,10.50亿,24.42%,1.97亿,43.65%,0.55,6.44,8.66%,2019-02-25
1494,300453,三鑫医疗,5.31亿,31.55%,"4,114.57万",-4.02%,0.26,3.71,6.98%,2019-02-25
1495,300414,中光防雷,3.80亿,--,"5,252.35万",--,0.31,4.94,6.39%,2019-02-25
1496,300427,红相股份,13.12亿,76.37%,2.31亿,86.90%,0.66,5.89,11.71%,2019-02-25
1497,300691,联合光电,11.65亿,24.64%,"7,322.30万",-11.01%,0.53,6.03,8.25%,2019-02-25
1498,300363,博腾股份,11.85亿,0.03%,1.25亿,15.90%,0.26,5.31,6.70%,2019-02-25
1499,300346,南大光电,2.28亿,28.75%,"5,199.58万",55.03%,0.19,4.35,4.26%,2019-02-25
1500,300357,我武生物,5.01亿,29.87%,2.33亿,25.14%,0.80,3.33,26.63%,2019-02-25
1501,300518,盛讯达,4.11亿,68.83%,"1,151.16万",-81.79%,0.12,11.76,1.05%,2019-02-25
1502,300452,山河药辅,4.29亿,26.28%,"7,010.95万",39.60%,0.50,3.54,15.01%,2019-02-25
1503,300300,汉鼎宇佑,6.24亿,57.00%,1.48亿,66.85%,0.22,3.50,6.58%,2019-02-25
1504,300326,凯利泰,9.40亿,17.50%,4.69亿,146.57%,0.65,3.48,20.70%,2019-02-25
1505,300265,通光线缆,16.07亿,6.15%,"3,689.70万",-16.14%,0.11,2.95,3.77%,2019-02-25
1506,300258,精锻科技,12.66亿,12.06%,2.90亿,15.73%,0.72,4.71,16.34%,2019-02-25
1507,300239,东宝生物,4.53亿,27.10%,"3,244.93万",46.04%,0.07,1.62,4.40%,2019-02-25
1508,300236,上海新阳,5.60亿,17.81%,710.42万,-90.22%,0.04,6.57,0.55%,2019-02-25
1509,300206,理邦仪器,9.93亿,17.72%,1.11亿,154.58%,0.19,2.16,8.84%,2019-02-25
1510,300196,长海股份,21.89亿,8.00%,2.64亿,30.19%,0.63,5.83,11.00%,2019-02-25
1511,300197,铁汉生态,77.66亿,-3.48%,3.02亿,-60.58%,0.13,2.74,4.89%,2019-02-25
1512,002502,骅威文化,7.45亿,1.73%,-12.04亿,-432.82%,-1.40,2.54,-42.38%,2019-02-25
1513,300122,智飞生物,52.31亿,289.64%,14.49亿,235.20%,0.91,2.61,40.72%,2019-02-25
1514,300112,万讯自控,5.94亿,7.54%,"5,916.61万",32.29%,0.21,3.37,6.22%,2019-02-25
1515,300235,方直科技,1.07亿,6.70%,"1,228.86万",39.29%,0.07,3.54,2.09%,2019-02-25
1516,300048,合康新能,12.59亿,-6.84%,-2.39亿,-453.98%,-0.21,1.97,-9.96%,2019-02-25
1517,300247,融捷健康,10.67亿,-12.62%,-7.91亿,"-1,227.08%",-0.98,2.06,-38.72%,2019-02-25
1518,002210,*ST飞马,423.03亿,-30.73%,-19.41亿,-728.44%,-1.17,1.37,-62.97%,2019-02-25
1519,300573,兴齐眼药,4.31亿,19.78%,"1,419.55万",-63.98%,0.17,6.62,2.58%,2019-02-25
1520,002088,鲁阳节能,18.45亿,15.65%,3.13亿,46.25%,0.89,5.63,16.09%,2019-02-25
1521,002673,西部证券,22.39亿,-29.36%,2.00亿,-72.83%,0.06,4.96,1.15%,2019-02-25
1522,002035,华帝股份,61.46亿,7.24%,6.89亿,35.61%,0.79,2.95,28.13%,2019-02-25
1523,002032,苏泊尔,178.51亿,25.83%,16.70亿,27.70%,2.04,7.19,29.00%,2019-02-25
1524,600830,香溢融通,9.32亿,--,"3,075.29万",--,0.07,4.57,1.49%,2019-02-25
1525,002883,中设股份,2.70亿,16.47%,"5,667.77万",15.39%,0.66,4.97,13.73%,2019-02-23
1526,002933,新兴装备,3.78亿,--,1.41亿,--,1.45,12.32,14.16%,2019-02-23
1527,300554,三超新材,3.33亿,17.36%,"4,438.69万",-48.79%,0.47,5.42,9.05%,2019-02-23
1528,300638,广和通,12.49亿,121.75%,"8,679.69万",98.68%,0.72,3.70,21.38%,2019-02-23
1529,300611,美力科技,5.45亿,35.76%,"2,086.15万",-56.22%,0.12,3.71,3.12%,2019-02-23
1530,002865,钧达股份,9.05亿,-24.29%,"4,157.26万",-34.20%,0.34,7.56,4.81%,2019-02-23
1531,002932,明德生物,1.77亿,--,"6,100.03万",--,1.07,8.83,15.46%,2019-02-23
1532,300699,光威复材,13.64亿,43.63%,3.77亿,58.99%,1.02,7.73,13.91%,2019-02-23
1533,603079,圣达生物,4.93亿,--,"4,861.16万",--,0.43,7.10,6.23%,2019-02-23
